location,date,x,y
Achara,2016-02-12,65.2432106923124,33.9029142143613
Achara,2016-03-12,65.3864759002304,33.768166044944
Achara,2016-04-16,66.2670579078427,34.6436651742156
Achara,2016-05-13,66.2983378669779,34.4119859161088
Achara,2016-06-11,66.0228965496957,33.3385735398421
Achara,2016-07-16,66.2582410927631,33.9543239085813
Achara,2016-08-20,67.2812651009103,35.3755913838677
Achara,2016-09-16,66.6271640283663,34.4074461477213
Achara,2016-10-22,66.844400009705,34.9874983933012
Achara,2016-11-19,66.4905505577953,35.0439864059759
Achara,2016-12-10,66.641267285774,35.0642058747449
Boonsri,1998-01-11,1.98058801281763,24.5815633149268
Boonsri,1998-02-15,-1.29175089485761,23.06644191639
Boonsri,1998-03-12,-1.38941271349527,23.0798294992402
Boonsri,1998-04-11,2.65028045897524,22.971006346102
Boonsri,1998-05-09,0.428983224784366,24.975607716883
Boonsri,1998-06-06,1.18161006838498,23.3442432007424
Boonsri,1998-07-11,0.224280623337098,24.7134063030666
Boonsri,1998-08-08,8.70206749041577,21.5350722026725
Boonsri,1998-09-05,2.8768431238589,20.5108714275361
Boonsri,1998-10-03,-3.37522141018805,25.6040042022866
Boonsri,1998-11-07,-0.713492556698945,25.8550488913013
Boonsri,1998-12-05,-0.441018596930484,24.8047827306847
Boonsri,1999-01-09,6.17831532364876,21.4414428021016
Boonsri,1999-02-11,7.63390487408509,19.9792974174167
Boonsri,1999-03-11,4.91315168643129,22.8911852064783
Boonsri,1999-04-16,1.64989402948825,30.5619604171145
Boonsri,1999-05-13,9.99687246220444,20.5559955328084
Boonsri,1999-06-06,2.53970318397388,32.1827241561954
Boonsri,1999-07-22,1.44736750927466,31.7159640002244
Boonsri,1999-08-19,1.06322230483146,31.8564539426127
Boonsri,1999-09-16,7.85174474971928,24.1931780351527
Boonsri,1999-10-10,1.37233925537449,31.3782558555643
Boonsri,1999-11-05,0.032331888812321,-40.4442420884309
Boonsri,1999-12-09,3.72533061857475,25.9673699782356
Boonsri,2000-01-14,8.22670006599092,18.8783359377548
Boonsri,2000-02-10,8.44118948904566,19.5229694390844
Boonsri,2000-03-10,-4.59515138432943,30.3274199177857
Boonsri,2000-04-14,6.75907844508685,23.3562651979839
Boonsri,2000-05-12,-0.24100929505516,34.0924572108507
Boonsri,2000-06-09,1.53745174159739,31.4028593907798
Boonsri,2000-07-14,0.648269826890937,34.0285893963529
Boonsri,2000-08-17,2.78833673126167,34.5866943213928
Boonsri,2000-09-08,1.66722339892397,-36.8090676586419
Boonsri,2000-10-06,8.26421004552296,21.9306217178698
Boonsri,2000-11-10,1.68574751933078,-36.9087698497071
Boonsri,2000-12-08,-1.83625577368005,24.1891339685012
Boonsri,2001-01-20,-3.27296977369258,23.0951521355462
Boonsri,2001-03-10,5.28559731174284,24.6689331709088
Boonsri,2001-04-19,6.74732971270661,21.6749745508485
Boonsri,2001-05-04,8.13509739784888,23.5936067318957
Boonsri,2001-06-06,1.67989847987153,-36.8914154680086
Boonsri,2001-07-27,2.62597468470229,22.7384977755956
Boonsri,2001-08-04,2.39861608416724,22.9604798426725
Boonsri,2001-09-14,6.88999087485938,21.5297524596693
Boonsri,2001-10-12,7.63723755135238,20.7323366304481
Boonsri,2001-11-15,8.44952164921986,19.2395215033209
Boonsri,2001-12-07,-3.72367279521869,23.0793358414203
Boonsri,2002-02-15,3.85085440976382,24.0688008519799
Boonsri,2002-02-16,4.01559698201376,23.9606172482091
Boonsri,2002-02-17,4.67868478633999,22.9664500545012
Boonsri,2002-03-21,4.69418912484598,22.8313281863379
Boonsri,2002-04-25,1.3334648063777,33.6579392849525
Boonsri,2002-05-09,1.29648578808486,33.5802857325084
Boonsri,2002-05-23,1.33632636764124,33.2128588061169
Boonsri,2002-06-13,2.43300808347722,20.1494253662116
Boonsri,2002-06-27,3.16010912771338,32.0074526358236
Boonsri,2002-07-12,3.87885605300843,33.3151216512989
Boonsri,2002-07-25,3.93697149934546,33.760903062216
Boonsri,2002-08-08,3.78804485990735,33.5337365208112
Boonsri,2002-08-22,3.75614664326983,33.5824430458378
Boonsri,2002-09-12,2.83143285621552,32.3198787769688
Boonsri,2002-09-19,3.4465365230989,32.6562640394289
Boonsri,2002-09-27,4.48356179164368,34.533200603941
Boonsri,2002-10-10,7.37261321134576,23.5175313827542
Boonsri,2002-10-15,1.1648317943033,-35.3337117426153
Boonsri,2002-10-24,1.2738794611645,-35.6259446319138
Boonsri,2002-11-07,4.00205570959014,25.3774679829291
Boonsri,2002-11-21,2.26135333126555,26.0700623000721
Boonsri,2002-12-12,-1.77240277489667,25.2791160606369
Boonsri,2002-12-19,11.3880658825119,28.5623483796273
Boonsri,2003-01-23,12.0270812368427,28.7169355614593
Boonsri,2003-02-13,7.04123367517887,23.3066178649677
Boonsri,2003-03-06,6.12655654009369,23.6678902925768
Boonsri,2003-03-20,2.63066386755166,26.4671997708171
Boonsri,2003-04-10,4.45829863436127,26.7487494760965
Boonsri,2003-04-24,5.17427189750733,26.0050769299773
Boonsri,2003-05-08,5.32191763847115,26.2675206962965
Boonsri,2003-05-22,10.666646173876,28.5497250864894
Boonsri,2003-06-06,11.050462058791,28.7988658192913
Boonsri,2003-06-19,10.2305911247113,28.1259566171246
Boonsri,2003-07-10,6.15054189057057,30.8558746905414
Boonsri,2003-07-25,5.72548374514772,30.8017287842817
Boonsri,2003-08-07,4.17720802452991,32.6755633245278
Boonsri,2003-09-05,-0.359204587543428,21.6720702592487
Boonsri,2003-10-09,11.2609330634618,28.7471112674636
Boonsri,2003-10-23,9.79758358527158,27.663980687564
Boonsri,2003-11-13,-3.31215893684283,24.2500167323842
Boonsri,2003-11-27,-1.01657254907838,26.240766370516
Boonsri,2003-12-04,1.16571136496307,25.221860894079
Boonsri,2003-12-18,-3.78381974371337,23.3797926964885
Boonsri,2004-01-08,-4.22069174170955,23.3291735083483
Boonsri,2004-01-29,9.5861747460797,19.1220167943786
Boonsri,2004-02-12,1.6983773302463,-38.1537183327864
Boonsri,2004-02-26,1.72542061002903,-37.2027634260329
Boonsri,2004-03-12,9.76326967209332,19.7558862420552
Boonsri,2004-03-26,1.59704456381731,24.9280727751189
Boonsri,2004-04-09,7.60159765505751,22.9468076911537
Boonsri,2004-04-23,1.1013895948704,24.4199170348897
Boonsri,2004-05-07,6.47626635238664,24.6785831649463
Boonsri,2004-05-28,4.79214889119242,28.4743653252183
Boonsri,2004-06-11,9.26377116806198,22.3572901642624
Boonsri,2004-06-25,7.64702434020903,25.718892541069
Boonsri,2004-07-09,7.26443544106564,25.8505232731704
Boonsri,2004-07-23,4.37008078779318,32.9130448761375
Boonsri,2004-08-13,5.04569206794051,30.197676437314
Boonsri,2004-08-27,6.81933362174023,25.624185068714
Boonsri,2004-09-10,-2.58370921382969,26.3801528267555
Boonsri,2004-09-24,-2.49126061970295,26.6076491726723
Boonsri,2004-10-08,-2.71131243690605,25.553479254895
Boonsri,2004-10-22,-2.81962778705768,25.4310853782101
Boonsri,2004-11-05,-2.33274266045831,25.7625645158834
Boonsri,2004-11-26,-3.69401794124324,26.3824628010416
Boonsri,2004-12-03,-2.09208994572442,25.947507808505
Boonsri,2004-12-17,-2.7782445216589,24.9804758876291
Boonsri,2005-01-14,8.28687746855284,22.0254911267042
Boonsri,2005-01-28,1.80398461515646,14.2869131766785
Boonsri,2005-02-11,1.81789869755517,13.4337247848177
Boonsri,2005-02-24,-3.70099635275644,10.5245078613225
Boonsri,2005-03-11,1.94197255605249,13.3298002377703
Boonsri,2005-03-25,2.59390271048471,11.2927895501828
Boonsri,2005-04-08,-0.744554394405062,12.2680936853922
Boonsri,2005-04-22,8.5302795218772,25.1360396154572
Boonsri,2005-05-13,9.36001633985998,31.8044092175504
Boonsri,2005-05-27,9.2937636756958,32.3716386468307
Boonsri,2005-05-28,9.19815976961678,32.9935059829285
Boonsri,2005-06-10,9.40683802632273,33.1006492104021
Boonsri,2005-06-24,11.2508817934913,24.3241702223323
Boonsri,2005-07-08,11.2566275740388,24.0833211773046
Boonsri,2005-07-22,9.29357500488864,33.6781867154351
Boonsri,2005-08-12,9.75518462993907,33.3542439628623
Boonsri,2005-08-26,9.30478886793182,34.4550577101661
Boonsri,2005-09-09,8.91911084619115,33.8662773278104
Boonsri,2005-09-23,6.6514632685375,27.8265076856071
Boonsri,2005-10-02,1.21472131747977,17.0387469493612
Boonsri,2005-10-21,9.7749685882505,21.6619546788195
Boonsri,2005-11-06,-0.752637604718534,26.7693832202916
Boonsri,2005-11-25,-3.01033716818523,24.4649390072895
Boonsri,2005-12-02,4.52818777874948,12.497502635761
Boonsri,2005-12-16,2.98866637413568,14.8241887452579
Boonsri,2006-01-13,2.9292560290358,13.0168601239009
Boonsri,2006-01-27,-1.28148908610599,27.7615441114383
Boonsri,2006-02-10,1.3729612664224,28.4135170291143
Boonsri,2006-02-24,1.67762593238461,27.9934620219077
Boonsri,2006-03-09,2.01295145904403,29.7913690769343
Boonsri,2006-03-23,1.49754137660171,28.7256016491737
Boonsri,2006-04-06,7.45561012481864,33.4533826899142
Boonsri,2006-04-27,7.49005205134151,33.8515536140534
Boonsri,2006-05-03,8.18627305417725,25.4881263811462
Boonsri,2006-05-25,9.47623503147301,31.8589804066341
Boonsri,2006-06-08,8.00678749963575,33.5059183567075
Boonsri,2006-06-22,2.63174711260502,30.5670386836291
Boonsri,2006-07-13,11.075563215366,24.246803850906
Boonsri,2006-07-27,9.03057975805756,26.1753459006246
Boonsri,2006-08-10,-26.8979255846008,-57.8961801173114
Boonsri,2006-08-24,9.30410479365373,34.6557052026121
Boonsri,2006-09-07,3.32093022869193,30.5675675992006
Boonsri,2006-09-21,-2.12084557041024,7.42622595825017
Boonsri,2006-10-12,1.06262412418867,17.3862052641532
Boonsri,2006-10-26,-0.313934590295123,18.5310749275114
Boonsri,2006-11-09,-0.942425565270769,19.0650494299126
Boonsri,2006-11-23,1.79896144588279,26.97363316263
Boonsri,2006-12-07,-0.648067924634733,26.7040643411528
Boonsri,2006-12-21,-2.05375837679295,17.5148838653319
Boonsri,2007-01-11,3.1392633167298,15.1300863182354
Boonsri,2007-01-25,3.0921383318791,11.0453510315816
Boonsri,2007-02-08,3.48703596367093,11.95001274601
Boonsri,2007-02-22,3.30848007098228,11.121873635185
Boonsri,2007-03-09,2.32311328877243,10.3938759577607
Boonsri,2007-03-22,9.95714953346445,21.6082699872851
Boonsri,2007-04-06,8.08364739718604,25.2632047034435
Boonsri,2007-04-19,10.9468726068764,32.8427807796745
Boonsri,2007-05-10,7.67101388202376,27.0949558456948
Boonsri,2007-05-24,9.12189949460161,25.578837217692
Boonsri,2007-06-07,3.84390283238014,29.9286592181961
Boonsri,2007-06-21,4.05241208493091,28.243322572342
Boonsri,2007-07-05,-59.6389140905783,28.8542234121968
Boonsri,2007-07-19,9.75431463174788,22.1548681474234
Boonsri,2007-08-23,5.40830492386966,27.6925877915649
Boonsri,2007-09-20,-0.65286981299166,14.0092667450859
Boonsri,2007-10-25,-0.430662982039849,13.5308910975286
Boonsri,2007-11-15,-3.62068400249446,10.172963201471
Boonsri,2007-11-22,-22.5023728510159,-28.1365615093546
Boonsri,2007-12-20,-2.76914515166792,12.2898915582174
Boonsri,2008-01-10,-3.64249267911869,16.7195399629705
Boonsri,2008-01-24,31.4307609845343,17.6643543225542
Boonsri,2008-02-06,-22.5729122630602,-28.1998801749896
Boonsri,2008-02-21,-3.12747655224877,11.2184880658108
Boonsri,2008-03-21,-1.94161370641925,14.2000583955598
Boonsri,2008-05-16,-56.3652193741615,26.8237522944624
Boonsri,2008-06-20,0.325142100541293,25.6736723998244
Boonsri,2008-07-11,4.14383691321941,29.1706712412874
Boonsri,2008-07-25,-0.700041477374382,17.5481126348487
Boonsri,2008-08-03,4.3782000529267,29.0296560920361
Boonsri,2008-08-10,0.641836430494715,19.0207739326072
Boonsri,2008-08-22,4.02842250182061,29.4285158198294
Boonsri,2008-08-28,-1.01473802335637,18.4228606859368
Boonsri,2008-09-05,0.222832566408704,23.6377580670002
Boonsri,2008-09-13,-0.817926653468848,16.5196573050127
Boonsri,2008-09-18,0.349536508503426,27.0301912148097
Boonsri,2008-09-26,-1.09721062553232,17.0954287825394
Boonsri,2008-10-03,-1.27653416513428,17.5772997186167
Boonsri,2008-10-10,-1.37040783120655,17.4093046242568
Boonsri,2008-10-17,-1.83338259468704,13.1168756518722
Boonsri,2008-10-24,-2.1665410378973,11.6990730759248
Boonsri,2008-11-01,-2.58649238523264,11.2055947129035
Boonsri,2008-11-28,-2.00695566472584,11.422864812317
Boonsri,2008-12-12,-2.22685991764292,12.4913498837394
Boonsri,2009-01-11,-3.17867060296348,12.1480620080925
Boonsri,2009-01-29,1.1437532345919,27.9633060126359
Boonsri,2009-02-14,2.17077304196039,29.0180917654851
Boonsri,2009-02-27,0.420003280310888,19.595932365834
Boonsri,2009-03-06,1.5810522707611,20.1000695454777
Boonsri,2009-03-19,2.30887014620247,28.9701398620962
Boonsri,2009-04-12,-0.406824683966354,15.7844828186676
Boonsri,2009-04-23,0.707805154609687,18.2165835883647
Boonsri,2009-05-04,0.795449007448822,18.6164547248016
Boonsri,2009-05-21,1.2306612572832,18.89148815743
Boonsri,2009-06-12,5.24072494440637,31.7731027130608
Boonsri,2009-06-25,4.64179094508172,30.2167056356076
Boonsri,2009-07-12,4.59078212400115,31.3564980505101
Boonsri,2009-07-23,4.99124176050995,30.8697692762151
Boonsri,2009-08-21,1.23457966405276,18.9311561275492
Boonsri,2009-09-09,3.97297330175756,31.0336909928176
Boonsri,2009-10-22,-1.56651587097714,15.9227381231319
Boonsri,2009-11-07,-1.58384457646157,15.8089846680454
Boonsri,2009-12-13,-2.22477335905933,27.9670935232095
Boonsri,2010-01-28,-3.67183573896821,11.4965426158751
Boonsri,2010-02-18,-3.73341569453258,14.7460176480263
Boonsri,2010-03-25,2.47602609702019,27.9441641836697
Boonsri,2010-04-22,0.568155878937605,29.1740968988804
Boonsri,2010-05-19,0.18498992039233,29.2683330295487
Boonsri,2010-06-23,9.88403728465604,25.7603974268909
Boonsri,2010-07-24,5.24941896401229,32.0927148005405
Boonsri,2010-08-18,-2.04254024386846,31.9196627512062
Boonsri,2010-09-03,-1.99195344414787,31.7994057132449
Boonsri,2010-09-10,-1.88341255156824,31.5395072338503
Boonsri,2010-09-25,-1.76704533040305,31.1774127311693
Boonsri,2010-09-29,-2.66173704706536,19.0442000414608
Boonsri,2010-10-15,-1.85284275433073,16.1156950368812
Boonsri,2010-10-21,-1.61338799957504,15.1817254327857
Boonsri,2010-10-28,0.309778023146377,12.9672649775004
Boonsri,2010-11-04,2.57961344622054,11.978046210592
Boonsri,2010-11-11,3.6359557184087,11.7098006639908
Boonsri,2010-11-18,4.01110137652531,11.6786957718986
Boonsri,2010-11-24,3.54136351265336,11.7174598064278
Boonsri,2010-12-03,2.44380684846903,12.1459299312964
Boonsri,2010-12-09,-2.83760541343412,14.9348735770026
Boonsri,2010-12-16,-3.11515151378723,15.2110754972994
Boonsri,2011-01-06,4.40410228217671,16.2936132244912
Boonsri,2011-01-20,32.0932565029838,26.0881897596952
Boonsri,2011-02-04,32.1823600042745,26.6570113173936
Boonsri,2011-02-17,32.2484706370246,27.4655198006313
Boonsri,2011-03-10,31.9775517824705,27.8964371839993
Boonsri,2011-03-19,31.7490691424207,28.1858782648063
Boonsri,2011-04-09,32.4617894204401,27.5556267224654
Boonsri,2011-04-23,33.6331829182885,27.0560832111817
Boonsri,2011-05-12,33.5543297822009,27.1015406992995
Boonsri,2011-05-18,33.4933362736593,27.1419968365333
Boonsri,2011-06-23,-0.379864283602408,-40.5315883884905
Boonsri,2011-07-20,32.9161497140873,25.7037795882962
Boonsri,2011-08-18,30.8407038454693,25.5571020102775
Boonsri,2011-09-28,30.716504753546,25.3907073289437
Boonsri,2011-10-26,31.8678298584078,25.2200858451383
Boonsri,2011-11-11,31.054967464971,24.8144451680204
Boonsri,2011-11-26,30.536685725426,24.5238319646021
Boonsri,2011-12-14,30.4376896566724,23.4447427896217
Boonsri,2012-01-26,30.0328004886331,24.9370328866193
Boonsri,2012-02-15,31.4074053454656,19.3920153629626
Boonsri,2012-03-24,33.1326969441073,24.3149935727595
Boonsri,2012-04-15,33.7779119182273,25.1268660969503
Boonsri,2012-05-10,33.4019780338606,23.9926714239256
Boonsri,2012-05-25,33.6802602115397,25.1892108878227
Boonsri,2012-06-17,32.8620224912428,25.1972914034211
Boonsri,2012-07-20,32.446720041651,24.3805764776626
Boonsri,2012-08-23,32.6301899589988,24.7359738430987
Boonsri,2012-09-23,32.946089342208,24.7208521474623
Boonsri,2012-10-29,32.976177423114,22.652032307224
Boonsri,2012-11-17,32.8962226646849,22.7128420803924
Boonsri,2012-12-13,31.4936324690189,25.4913335742784
Boonsri,2013-01-17,31.2451592687321,19.3258915529185
Boonsri,2013-02-21,31.1877694364701,18.4773941484275
Boonsri,2013-03-15,30.6768571674751,18.2020512290153
Boonsri,2013-04-14,30.3715829002117,18.2284775892976
Boonsri,2013-05-17,4.6364686624354,11.0165035664291
Boonsri,2013-06-20,7.57779253231301,29.2484436811706
Boonsri,2013-07-19,7.49524019868684,29.4728991479738
Boonsri,2013-08-16,7.34529718207054,29.8191419713901
Boonsri,2013-09-26,-31.8803763479142,45.8913859657537
Boonsri,2013-10-18,-31.317697036808,45.0015316915855
Boonsri,2013-11-14,-30.8522401565513,43.7474777310592
Boonsri,2013-12-14,-30.4041061235667,37.1021774391188
Boonsri,2014-01-23,-31.7518680764946,37.9686999618156
Boonsri,2014-02-21,-31.3726738692756,37.5653163656496
Boonsri,2014-02-24,-31.0449040335239,37.3090418021918
Boonsri,2014-03-15,-31.6467199905572,38.8735233476375
Boonsri,2014-03-20,-31.606543192953,37.6599605808589
Boonsri,2014-03-21,-38.5333039420535,47.5147012473106
Boonsri,2014-04-11,-44.3727717909076,45.2196587077102
Boonsri,2014-04-23,-44.398514976735,45.2709168881585
Boonsri,2014-05-16,-45.2118156191787,44.9591220996927
Boonsri,2014-05-22,-44.856237372474,44.731039128998
Boonsri,2014-06-14,-45.3298189821026,44.3276942777043
Boonsri,2014-06-20,-45.2806329955512,44.3389860532661
Boonsri,2014-06-21,-45.2432282687568,44.3220573084118
Boonsri,2014-07-16,-42.9393821181513,46.1045124388802
Boonsri,2014-07-23,-44.0008906701877,45.6720063672988
Boonsri,2014-07-25,-43.4689694967536,46.4529269746045
Boonsri,2014-08-01,-43.4869023879879,46.9565185086597
Boonsri,2014-08-22,-43.2527484847949,46.6687488227353
Boonsri,2014-08-27,-42.8258331880876,46.483811289671
Boonsri,2014-09-10,-34.2811558904527,47.0859075107278
Boonsri,2014-09-17,-36.3181169257701,47.8757491272276
Boonsri,2014-09-26,-35.6702430232827,47.8792229904018
Boonsri,2014-10-11,-35.3676822659873,47.9883106392504
Boonsri,2014-10-23,-34.8684619687704,46.6704237380485
Boonsri,2014-10-24,-34.7857398661938,46.453088625979
Boonsri,2014-10-31,-34.6474111901631,45.9927755313421
Boonsri,2014-11-12,-34.4305352746356,46.2567850327382
Boonsri,2014-11-19,-35.2382895418901,44.7868958455369
Boonsri,2014-11-27,-34.507108583233,44.6313969717547
Boonsri,2014-11-28,-33.339421156045,41.9230070181857
Boonsri,2014-12-05,-32.9468418225859,38.8755516310701
Boonsri,2014-12-11,-33.244384985682,45.6044370779105
Boonsri,2014-12-12,-33.7569541867826,45.3782556430866
Boonsri,2015-01-09,-33.1224547765633,40.7700806083713
Boonsri,2015-01-11,-33.1507556021289,40.8140407127677
Boonsri,2015-01-21,-33.6345533770313,30.0197633208886
Boonsri,2015-01-29,-33.581457155514,29.9106767721711
Boonsri,2015-02-12,-33.6061887320625,29.9618329814897
Boonsri,2015-02-18,-33.6469415087868,30.0479399461216
Boonsri,2015-02-27,-34.8909900112428,41.1398144352235
Boonsri,2015-03-05,-35.0146175923681,41.3502818718364
Boonsri,2015-03-19,-35.6740235689427,41.7995568713806
Boonsri,2015-04-08,-37.8517664187133,43.3901321964194
Boonsri,2015-04-22,-39.3597755435647,45.2189012752707
Boonsri,2015-04-23,-39.5746088238424,44.1925841470758
Boonsri,2015-05-15,-40.0983318897037,43.2472170704018
Boonsri,2015-05-21,-40.6036652323712,43.5086922028145
Boonsri,2015-05-28,-41.2054525000263,43.8079843717922
Boonsri,2015-06-10,-41.770965172876,44.1077757857112
Boonsri,2015-06-17,-42.2071293726386,44.4553446973833
Boonsri,2015-06-25,-40.7097547553896,44.2331481056202
Boonsri,2015-07-16,-38.5414136278075,44.7050283205832
Boonsri,2015-07-23,-38.5115916184773,45.2516540455123
Boonsri,2015-07-24,-38.561601709278,46.0204057368091
Boonsri,2015-08-01,-38.6814406280742,46.5940260780447
